lat,lng,title
48.4647170,35.0461830,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/X0mJymqhqUT4.png"" /></div>Молодіжна рада Дніпра<br/>mrdnipra2016@gmail.com<br/>49000, Дніпропетровська область, м. Дніпро, просп. Дмитра Яворницького, 75<br/><a href=""https://www.facebook.com/molradadnipra/"">Перейти на сайт</a><br/>0931967323, 0567450395, 0935059997"
49.5491030,25.5912929,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/Fqm5HhXPdDiw.png"" /></div>Молодіжна міська рада при Тернопільській міській раді<br/>lesiaholyk@gmail.com<br/>46001, вул. Листопадова, 5, м. Тернопіль<br/><a href=""https://www.facebook.com/molodizna.rada.te/"">Перейти на сайт</a><br/>+380979791191"
48.1693040,25.0439540,"Білоберізька молодіжна рада<br/>0679650973@ukr.net<br/>78713 Івано-Франківська область Верховинський район село Білоберізка прис.Центр,1<br/><a href=""https://www.facebook.com/berizkapeeps/"">Перейти на сайт</a><br/>+380971973565"
50.5187500,30.2397830,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/VUw9HBDTMZjw.jpg"" /></div>Ірпінська молодіжна громадська рада<br/>alena.rozhanska@gmail.com<br/>Київська обл., м. Ірпінь, вул. Шевченка 2а<br/><a href=""https://www.facebook.com/irpmgr/"">Перейти на сайт</a><br/>+38 098 101 69 70"
49.2520220,24.6333430,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/vOpDxA10d69e.jpg"" /></div>Бурштинська Молодіжна Рада<br/>askafufel@gmail.com<br/>77111, Івано-Франківська обл., м. Бурштин, вул. Січових стрільців, буд. 4<br/><a href=""https://www.facebook.com/groups/251616878703310/"">Перейти на сайт</a><br/>+380985479735"
48.2638545,36.8380169,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/1Cj4RCJcEHS9.jpg"" /></div>Райпільська Молодіжна рада<br/>radmolod_rso@ukr.net<br/>52940 с. Райполе. Межівський р-н. Дніпропетровська обл. вул. Приозерна, 34<br/><a href=""fecabook"">Перейти на сайт</a><br/>0665800409"
48.2638545,36.8380169,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/5KqJEkcHtsRX.jpg"" /></div>Райпільська Молодіжна рада<br/>radmolod_rso@ukr.net<br/>52940 с. Райполе. Межівський р-н. Дніпропетровська обл. вул. Приозерна, 34<br/><a href=""395127524574315/?modal=admin_todo_tour"">Перейти на сайт</a><br/>0665800409"
49.5491030,25.5912929,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/aRPaH61uxPFR.png"" /></div>Молодіжна міська рада при Тернопільській міській раді<br/>lesiaholyk@gmail.com<br/>46001, вул. Листопадова, 5, м. Тернопіль<br/><a href=""https://www.facebook.com/molodizna.rada.te/"">Перейти на сайт</a><br/>+380979791191"
46.6462230,32.6180770,"Молодіжна рада при Херсонському міському голові<br/>khersonyouthcouncil@gmail.com<br/>73000, м.Херсон, вул. Гімназична, 7<br/><a href=""https://ums.ks.ua/pro-upravlinnya/molodizhna-rada-pry-hersonskomu-miskomu-golovi/"">Перейти на сайт</a><br/>+380959257672"
50.5484610,30.2168270,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/O1mDml7zfb1I.png"" /></div>Молодіжна рада Бучанської об‘єднаної територіальної громади<br/>pridma.diana@gmail.com<br/>08292 Київська область, м. Буча<br/>+380990108603"
47.5320771,31.3250761,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/IYOQLAe5iSBc.png"" /></div>Прибужанівська молодіжна рада<br/>molradaprybuzhanotg@gmail.com<br/>56564, Миколаївська обл., Вознесенський р-н., с. Прибужани<br/>+380682664775"
47.6310165,30.9856310,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/9bJTNPlMkx9d.png"" /></div>Доманівська молодіжна рада<br/>ilnitsky_oleg@ukr.net<br/>56401, Миколаївська область, смт. Доманівка<br/>+380950791669"
51.7754830,32.2595790,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/OzW0yo9KZqyt.jpg"" /></div>Корюківська молодіжна рада<br/>mol-rada.krk@ukr.net<br/>15300, Чернігівська обл., м. Корюківка, вул. Бульварна, 6<br/><a href=""https://www.facebook.com/groups/285982301875580/"">Перейти на сайт</a><br/>+380 (99) 763-6795, +380 (99) 090-51-34, +380 (50) 252-74-16"
47.9056320,30.7834070,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/RPimLRq9XG6V.png"" /></div>""Кодимська молодь"" Кам'яномостівської сільської ради<br/>kammostosvita2017@gmail.com<br/>55232, вул.Заводська,1, с-ще Кам'яний Міст Первомайського району Миколаївської області<br/><a href=""https://kodymskamolod.blogspot.com/"">Перейти на сайт</a><br/>380966251529"
49.8174710,24.1453930,"Винниківська молодіжна рада<br/>grytskiv99@i.ua<br/>79495, Львівська обл., м. Винники, вул. Галицька, 20<br/><a href=""http://vynnyky-rada.gov.ua/"">Перейти на сайт</a>"
50.0798000,29.9163000,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/DncIGGVOpzdT.jpg"" /></div>Молодіжна Рада Фастова<br/>molodizna.rada.fastiv@gmail.com<br/>08500 Київська область, м. Фастів<br/>+38(067)536-54-24"
49.2996220,25.6887530,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/5gsuzhkwzwAJ.jpg"" /></div>Молодіжна міська рада міста Теребовля<br/>lilia_sokha@ukr.net<br/>48100, місто Теребовля, Теребовлянський район<br/><a href=""https://terebotg.in.ua/partneru/molodizhna-miska-rada/"">Перейти на сайт</a><br/>+380976059617"
50.5629730,30.0891940,"Немішаївський Молодіжний Парламент<br/>molodizhnyynemish@gmail.com<br/>07853, Київська область, Бородянський район, смт Немішаєве, вул. Б.Хмельницького, 1<br/><a href=""http://nem-rada.gov.ua/category/molodizhnyy-parlament/"">Перейти на сайт</a><br/>+380960941228"
48.8868910,26.8481870,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/a5SHwBfIgLHm.jpg"" /></div>Дунаєвецька Молодіжна рада<br/>dun_mr@i.ua<br/>32400, Хмельницька обл., Дунаєвецький р-н, м. Дунаївці, вул. Шевченка, 50<br/><a href=""https://www.facebook.com/dunaivtsi.mr/"">Перейти на сайт</a><br/>+380961424458"
49.4523240,39.6201510,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/bGabvlXQ9IBt.jpg"" /></div>Молодіжна рада при Кризькій сільській раді<br/>krizka_s_r@i.ua<br/>92424, Луганська обл, Марківський р-он, с. Кризьке, вул. Миру,18а<br/><a href=""https://www.facebook.com/groups/276331782906662/"">Перейти на сайт</a><br/>+380500818944, +380661904976"
48.6923190,26.5741690,"Кам'янець-Подільська Молодіжна рада міста<br/>sportkp@ukr.net<br/>32300, Хмельницька область, м. Кам'янець-Подільський, майдан Відродження, 1<br/><a href=""https://www.facebook.com/pg/molodradakp/about/?ref=page_internal"">Перейти на сайт</a><br/>+380984206508, + 380976547589"
47.9481300,34.7750150,"Молодіжна громадська рада при виконавчому комітеті Преображенського сільської ради<br/>prosvita2016@ukr.net<br/>70545, Запорізька область, Оріхівські район, с.Преображенка, вул. Преображенська, 3<br/>+380(95)4338400, +380(95)1777071"
50.6169270,26.1999520,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/GPyGaLuRHl9H.jpeg"" /></div>Молодіжна міська рада Рівного<br/>romaniuk.i_p16@nuwm.edu.ua<br/>+380938300972"
47.9150670,31.3092570,"Арбузинська Молодіжна рада<br/>dolga1988@ukr.net<br/>55301 Миколаївська область, Арбузинський район, смт Арбузинка<br/>+380684174813"
48.6463780,31.6321370,"Маловисківська Молодіжна рада<br/>ngo.dievo@gmail.com<br/>26200, Кіровоградська область, Маловисківський р-н, м. Мала Виска<br/>0500562010"
51.4897533,23.9297586,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/32IEZeF5YqGB.png"" /></div>Молодіжна рада Шацької селищної ради<br/>shsrada1@ukr.net<br/>44000 Волинська обл.Шацький район смт.Шацьк вул Природна,33<br/><a href=""https://www.facebook.com/molodizhna.rada.shatska/"">Перейти на сайт</a><br/>+38 (098)6688228, +38 (96)7983797"
48.5146140,34.6112440,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/7hk8D27XfzBr.png"" /></div>Молодіжна рада місто Кам'янське<br/>usim@i.ua<br/>51931, Дніпропетровська область, м. Кам'янське, проспект Свободи,36<br/>+380 (98) 827 12 15"
49.7780330,32.0317280,"Молодіжна рада ""Майбутнє Драбівець""<br/>sanjochek2009@ukr.net<br/>19731 Золотоніський район село Драбівці<br/>+380680202017"
51.5193580,32.5008360,"Молодіжна рада Сосницької ОТГ<br/>sosn@cg.gov.ua<br/>16109,Чернігівська обл. Смт Сосниця, вул. Л. Українки, 3<br/>+380989800001"
47.6763680,33.2190080,"Молодіжна Рада Широківської ОТГ<br/>shyroke.otg@gmail.com<br/>69089, вул. Героїв 37-го батальйону, 137, Запоріжжя,<br/>+38066-66-51-445"
50.2409990,25.7643260,"Смизька Молодіжна Рада<br/>smyha-molod@ukr.net<br/>35680, Рівненська область, Дубенський район, смт Смига, вул. Заводська,1<br/>+38(099)384 8452"
47.8588130,35.1836010,"Запорізька обласна студентська рада<br/>molodzp@ukr.net<br/>69107, Запорізька область, м.Запоріжжя, пр.Соборний 164<br/>+380662366023"
49.6651270,32.0380800,"Золотоніська молодіжна рада<br/>zolo-vssm@ukr.net<br/>19700 м. Золотоноша, Садовий проїзд 8<br/>+380632607459"
51.5196810,30.7342990,"Молодіжна рада ""Майбутнє Славутича""<br/>palaz77@ukr.net<br/>07100 Київська обл місто Славутич вул 77 Гвардійської дивізії 1<br/>+380669112223"
49.8182064,36.0630520,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/q4LGSkQa9orD.jpg"" /></div>Молодіжна рада Мереф'янської громади<br/>motion.team.merefa@gmail.com<br/>62472, Харківська область, Харківський район, м.Мерефа, вул. Дніпровська 213.<br/>+380957359867"
49.2659730,24.6273970,"Бурштинська Молодіжна Рада<br/>askafufel@gmail.com<br/>77111, Івано-Франківська обл., м. Бурштин, вул. Січових стрільців, буд. 4<br/><a href=""https://www.facebook.com/groups/251616878703310/?ref=bookmarks"">Перейти на сайт</a><br/>+380985479735"
50.8076630,27.3120750,"Городницька молодіжна рада<br/>gid2010@ukr.net<br/>11714, Житомирська обл., Новоград-Волинскький район, смт. Городниця, вул. Заводська 8<br/>0988176080"
46.4516980,30.7199880,"Молодіжна рада при Одеському міському голові<br/>odessa.branch.nycu@gmail.com<br/><a href=""nycukraine.org"">Перейти на сайт</a><br/>093 498 1513"
49.8462850,23.9799890,"Львівська молодіжна рада<br/>lvivyouthcouncil@nycukraine.org<br/><a href=""zapytivsad.lvivedu.com"">Перейти на сайт</a><br/>073 121 4316"
51.4907150,31.2959700,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/j1ovH7fsDFmd.jpg"" /></div>Чернігівська молодіжна рада<br/>info@newch.tv<br/><a href=""chernigiv-rada.gov.ua"">Перейти на сайт</a><br/>0462 774 883"
50.0119270,32.9886590,"Молодіжна рада Лубен<br/>mvk@lubnyrada.gov.ua<br/><a href=""http://m-lubnyrada.com.ua/"">Перейти на сайт</a><br/>053-61-7-27-21"
49.5454140,25.6010980,"Молодіжна Міська Рада Тернополя<br/>te_info@moemisto.ua<br/><a href=""https://moemisto.ua/te/molodizhna-miska-rada-ternopil-organization"">Перейти на сайт</a><br/>097 790 5549"
47.8542440,35.1499390,"Запорізька молодіжна міська рада<br/>zvern@zp.gov.ua<br/><a href=""https://zp.gov.ua/uk/page/zaporizka-molodizhna-miska-rada"">Перейти на сайт</a><br/>066 310 0046, 233-53-14"
49.2323400,28.4684260,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/3nR9XMmMEM0S.jpg"" /></div>Вінницька молодіжна рада<br/>molod@vmr.gov.ua<br/><a href=""vmr.gov.ua"">Перейти на сайт</a><br/>0432 595 100"
46.9582470,31.9778320,"Рада з питань молодіжної політики при  Миколаївському міському голові<br/>otd.molod.mk@mkrada.gov.ua<br/><a href=""mkrada.gov.ua"">Перейти на сайт</a><br/>36-24-18"
50.2538360,28.6655200,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/fS6uelIl43S4.jpg"" /></div>Молодіжна рада Житомира<br/>mvk@zt-rada.gov.ua<br/><a href=""molod.zt.ua"">Перейти на сайт</a><br/>0412 481 212"
47.4207310,30.9871280,"Молодіжна рада ""Кульбаба""<br/>marina-flakey@ukr.net<br/>56470, село Мостове Доманівський район Миколаївська область<br/><a href=""https://www.facebook.com/kulbaba.molodrada/"">Перейти на сайт</a><br/>0966756278"
48.1414530,33.7598510,"Молодіжна рада ""Агент змін""<br/>agent_zmin@ukr.net<br/>53132, Дніпропетровська обл., Софіївський р-н., с. Мар'є-Дмитрівка, вул. Молодіжна, буд.4<br/><a href=""https://www.facebook.com/groups/agentzmin/"">Перейти на сайт</a><br/>+380 (97) 643 - 74 - 67"
51.5061540,31.2838790,"Молодіжна рада при Чернігівському міському голові<br/>mr.chernihiv@gmail.com<br/>14000, Чернігівська обл., Чернігівський р-н, вул. Кирпоноса, 9<br/><a href=""https://www.facebook.com/mrchernihiv/?epa=SEARCH_BOX"">Перейти на сайт</a><br/>(0462) 77-41-34"
46.8473640,35.3820140,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/j47msWxemeT9.png"" /></div>Молодіжний парламент Мелітополя<br/>mpm@mlt.gov.ua<br/>72312, Запорізька область, місто Мелітополь, вулиця Михайла Грушевського, будинок 5<br/><a href=""http://mlt.gov.ua/index.php?option=com_content&task=blogcategory&id=218&Itemid=529"">Перейти на сайт</a><br/>+380966128291"
50.4266896,25.3394224,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/M0oR1UazC9tc.jpg"" /></div>Молодіжна рада при Демидівській селищній раді<br/>demydivka.mr@gmail.com<br/>35200, Рівненська обл., Демидівський р-н, смт Демидівка, вул. Миру, 35<br/><a href=""https://demydivska-gromada.gov.ua/molodizhna-rada-22-34-38-22-06-2018/"">Перейти на сайт</a><br/>+380363761842, 096-9502788"
49.2979510,38.9356570,"Чмирівська Молодіжна Рада<br/>molod.rada.ch.otg@gmail.com<br/>92740, Луганська обл, Старобільський р-н, с.Чмирівка, вул. Запорізька, 15.<br/><a href=""https://www.facebook.com/%D0%9C%D0%BE%D0%BB%D0%BE%D0%B4%D1%96%D0%B6%D0%BD%D0%B0-%D1%80%D0%B0%D0%B4%D0%B0-%D0%A7%D0%BC%D0%B8%D1%80%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%BE%D1%97-%D0%9E%D0%A2%D0%93-2312561742094192/"">Перейти на сайт</a>"
50.4745180,32.7031640,Варвинська молодіжна рада<br/>oksanalukavenko1@gmail.com<br/>17600 Чернігівська обл смт Варва<br/>0502894877
49.0112560,31.3700490,"Шполянська молодіжна рада<br/>koval_nn@ukr.net<br/>20603, Черкаська обл., м. Шпола, вул. Лозуватська,59<br/><a href=""http://shpola-otg.gov.ua/molodizhna-rada/"">Перейти на сайт</a><br/>+380(98)9423818"
49.8613090,26.0904050,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/HuDAvY04kejo.jpg"" /></div>Молодыжна рада при Лановецькій міській раді<br/>vitaliia.druziuk@gmail.com<br/>47402, Тернопільська обл., м.Ланівці, вул.Незалежності, 34<br/><a href=""lanmisto.gov.ua"">Перейти на сайт</a><br/>+380986684083"
49.9423000,35.9350310,"Люботинська молодіжна рада при Люботинській молодіжній раді<br/>initsiativ@gmail.com<br/>ул.Вольная б.15<br/><a href=""http://lubotin-rada.gov.ua/info/page/3227"">Перейти на сайт</a><br/>0967000972"
49.8136660,25.9761950,Молодіжна рада Лановецького району<br/>davidandroshchuk@yahoo.com<br/>+380962866805
49.8666390,26.0918620,"Молоджіна рада при Лановецькій міській раді<br/>vitaliia.druziuk@gmail.com<br/>47402, Тернопільська обл., м.Ланівці, вул.Незалежності, 34<br/>+380986684083"
51.8918090,31.6018140,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/x369MlE8vd33.jpg"" /></div>Городнянська молодіжна рада Городнянської міської ради<br/>mrgorm@ukr.net<br/>15100, Чернігівська область, місто Городня, вулиця Троїцька, будинок 13<br/><a href=""https://gormr.gov.ua/molodizhna-rada/"">Перейти на сайт</a><br/>0687972713"
49.3922780,25.6068710,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/xFrgfjzr9GBh.jpg"" /></div>Микулинецька Молодіжна рада<br/>ivanisinjulija13@gmail.com<br/>48120, Тернопільська обл., Теребовлянський р-н, смт Микулинці, вул. Степана Бандери, буд. 11<br/>+380 (67) 130-20-13"
47.2008750,30.9091120,"Березівська Молодіжна рада<br/>povcharenko200312@gmail.com<br/>Библиотека, General Pliev Square, Berezivka, 67300-67305, Ukraine<br/><a href=""https:/https://www.facebook.com/groups/546593049444076/?ref=bookmarks/www.facebook.com/groups/546593049444076/?ref=bookmarks"">Перейти на сайт</a><br/>380973670589"
48.1009620,23.7395160,"Вільховецька молодіжна рада<br/>gromadavilhovecka@gmail.com<br/>90542, Закарпатська обл. Тячівський р-н, с. Вільхівці, вул. Центральна, 101<br/><a href=""https://gromada.org.ua/gromada/vilhovecka/"">Перейти на сайт</a><br/>+з8 0962062833, +380962062833"
48.3133510,23.0357870,Іршавська молодіжна рада<br/>8888s0000@gmail.com<br/>90100<br/>+380967239906
48.5320010,35.0714250,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/TvpFT4XGoO1W.png"" /></div>Молодіжна Рада при Слобожанському Селищному Голові<br/>olgashapovalova0405@gmail.com<br/>52005, Дніпропетровська область, Дніпровський район, смт Слобожанське, вул.Василя Сухомлинського, 56-б<br/>+38 068 775 35 51"
48.7342310,22.4640760,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/KxdfYYYLDfqL.png"" /></div>Молодіжна рада Перечинської ОТГ<br/>molodozhnaradaperechyn@gmail.com<br/>89200, Закарпатська область, Перечинський р-н, Перечинська ОТГ, м. Перечин, Ужгородська, 76<br/><a href=""https://www.facebook.com/%D0%9C%D0%BE%D0%BB%D0%BE%D0%B4%D1%96%D0%B6%D0%BD%D0%B0-%D1%80%D0%B0%D0%B4%D0%B0-%D0%9F%D0%B5%D1%80%D0%B5%D1%87%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D1%97-%D0%9E%D0%A2%D0%93-1278003385691879/?epa=SEARCH_BOX"">Перейти на сайт</a><br/>+38 (099) 471 26 31"
48.0151220,23.5713140,"Тячівська Молодіжна рада<br/>chex6025@gmail.com<br/>90500, Закарпатська обл., Тячівський район, м. Тячів, вул. Шевченка, 2<br/><a href=""https://tyachiv-city.gov.ua/feedback/"">Перейти на сайт</a><br/>+380989230797"
48.7349100,37.5776220,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/tJskshBEJFHu.png"" /></div>Краматорська Молодіжна рада<br/>molodradakram@gmail.com<br/>84313, Донецька обл., м. Краматорськ, бул. Машинобудівників, 37<br/><a href=""https://www.facebook.com/groups/molod.kram.rada/"">Перейти на сайт</a><br/>+380952217009, +380636116000"
46.7251570,36.3480390,"Молодіжна Приморської ОТГ<br/>ridna90@gmail.com<br/>72102, Запорізька область, Приморський район, м.Приморськ, вул.Центральна, б.7<br/>380505610902"
51.4412590,24.4331410,"Старовижівська Молодіжна Рада<br/>ribal4enko.kolia@ukr.net<br/>44401, Волинська обл. Старовижівський р-н, смт. Стара Вижівка вул. Незалежності 50<br/>+380991397615"
50.3277710,26.5119300,"Острозька Молодіжна рада<br/>Ostrogmolodsport@ukr.net<br/>35800, м. Острог, просп.Незалежності, 2<br/><a href=""https://www.ostroh.rv.ua/"">Перейти на сайт</a><br/>+380964604645"
47.7103733,35.2144942,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/m1fe7UBi6oFI.png"" /></div>Кушугумська Молодіжна Рада<br/>kmolodiznarada@gmail.com<br/>70450, Запорізька обл., Запорізький р-н, смт. Кушугум, вул. Кірова, буд 192<br/><a href=""https://www.instagram.com/mr_kushugum"">Перейти на сайт</a><br/>+380967385369"
49.8027820,30.1075590,"Білоцерківська Молодіжна рада<br/>btsms@ukr.net<br/>09100 Київська область, Білоцерківський район, місто Біла Церква, вул. Олеся Гончара, 11<br/>+380935477505"
50.6164310,26.2445760,Рівненська молодіжна міська рада<br/>viktor.pidgrushnij@gmail.com<br/>+380 (73) 083 82 96
50.2952060,26.8568510,"Молодіжна рада Славутської міської ОТГ<br/>info-mvk@ukr.net<br/>30000, Хмельницька обл., м. Славута, вул. Соборності, 7<br/><a href=""https://www.facebook.com/molodizhna.rada.slavuty/"">Перейти на сайт</a>"
46.4516440,33.8705740,Молодіжна рада при Асканія-Нова селищній раді<br/>ask.molod.rada@gmail.com<br/>+380663328887
48.5298820,25.0291360,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/VHf6dnW0lIes.jpg"" /></div>Молодіжна рада Коломийської ОТГ<br/>molodizna.rada.klm@gmail.com<br/>78200, Івано-Франківська область, м.Коломия, вул. Грушевського, 1<br/>+380669862931"
49.3704050,35.4452690,"Красноградська молодіжна рада<br/>grshna55@gmail.com<br/>63304 м. Красноград, вул. Бєльовська, 88<br/>+380501450929"
49.5313580,26.1440799,"<div style=""float: left; margin-right: 15px;""><img style=""max-width: 150px;"" src=""http://youthcouncil.com.ua/storage/logo/fuEugUTqHdo1.png"" /></div>Підволочиська молодіжна селищна рада<br/>youthparlament.pidvol@gmail.com<br/>47800.Тернопільска обл.смт Підволочиськ.вул Шептицького<br/><a href=""https://sites.google.com/view/youthparlament/"">Перейти на сайт</a><br/>+38(096)13-45-949"
